"","Tweet","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"1731","Id like to buy 10 nurses in Manila some coffee as thank you for the sacrifice they make for our country, DM me and ill send you money for a large cup of joe. ",2,1,1,1,1,1,1,1,1,1
"1732","I believe that's what the PUblic Information Office is for...so hopefully they will reallocate resources for comms, na use the budget for test kits. ",0,1,0,0,1,0,0,2,0,3
"1733","It pays to be compassionate. When healthcare workers are being villified, take the time to understand their process of evaluating patients. ",0,1,0,0,0,0,0,0,0,1
"1734","The scary realization that you won't see the person you like for a month and have no assurances whether you're both alive by the end of this pandemic. ",0,1,0,1,1,1,0,1,1,1
"1735","THERE YOU GO, GUYS! GOD HELP US ALL. ",0,1,0,1,1,0,0,1,0,1
"1736","",0,0,0,0,0,0,0,0,0,0
"1737","Cebu has banned domestic travelers already. I hope negros occidental too and be strict at the occidental &amp; oriental borders <U+0001F62C> ",0,1,0,0,1,0,1,1,0,1
"1738","Let us all pray for everyone's safety especially our health workers who are risking their lives everyday to cure the infected, and our Philippine Military who are outside to ensure the peace and order during this catasprophic event in our country. God bless everyone!

",0,4,0,3,4,0,1,4,0,4
"1739","All my sports app’s are ass right now!
<U+0001F62B><U+0001F62B><U+0001F62B><U+0001F602><U+0001F62B><U+0001F62B><U+0001F62B> ",0,0,0,0,0,0,0,0,1,0
"1740","y'all should be feeling a little bit relieved that the numbers went up from 98 to 111 bc that means contact tracing is effective. as of today there might be 700+ undetected asymptomatic cases considering the current death toll ",2,2,2,2,1,2,2,2,2,4
"1741","I cared for you. I want you safe. I bought you masks, rubbing alcohol and a disinfectant spray but you don't care. <U+0001F494> ",0,0,0,0,1,0,0,1,0,1
"1742","I will fight for my life but there is no greater battle than keeping you safe from this pandemic. ",2,0,0,2,1,1,0,1,3,2
"1743","wag pa kompyansa. The thought itself that night is safer might turn ur night to a nightmare. Remember the absence of heat from the sun might extend the survivability of the virus on infected surfaces. ",0,2,0,2,1,1,1,1,3,2
"1744","We only have a General Community Quarantine in the NCR. Limited, pero andaming reklamo. Spain is implementing a nationwide lockdown, equivalent to our Enhanced Community Quarantine. Just hope (and cooperate so) we don't get to that point. ",1,1,0,1,1,1,1,2,1,4
"1745","Outside the country, some people actually believes that Covid19 was named after Kobe Bryant or from a hebrew term kobe. WTF?! 

FYI CoViD19 literally means COronaVIrusDisease 2019. 

  ",0,0,0,0,0,0,0,0,0,0
"1746","Just finished Kingdom... and then this... 

 ",0,0,0,0,0,0,0,0,0,0
"1747","It frustrates me that a lot of people in Metro Manila are trying to avoid the community quarantine. The fact that these people would have to be in a crowded bus stations/plane... di ba kayo nag iisip? Please do self quarantine wherever you are going. ",1,0,0,2,0,0,0,1,2,1
"1748","To all travellers from NCR please lang!  ",0,0,0,0,0,0,0,0,0,0
"1749","“Don’t make the same mistakes like we did here in Italy.” — Milan-based Pinay writes open letter to Filipinos back home

",0,1,0,0,0,0,0,1,0,1
"1750","Thanks heavens the gov in cebu is dealing with it much better! I feel a bit better na. Less worried na. Sa Metro Manila na andaming confirmed cases, mali mali ang infong nabibigay. ",0,0,0,0,1,1,0,2,1,2
"1751","111 cases na <U+0001F97A> ",0,0,0,0,0,0,0,0,0,0
"1752","When I wanted President Duterte to succeed sa 5 minutes from Cubao to Makati, this wasn't what I meant.

Buti na lang I didn't want Obosen to happen to begin with. Ayoko ng The Purge.

",0,2,0,1,1,0,1,2,1,2
"1753","",0,0,0,0,0,0,0,0,0,0
"1754","They don't allow ppl to bring their pets with them, so they left their pets in the bus terminal. Fvck. ",0,0,0,1,0,1,0,0,1,0
"1755","Zambales can't relate
",0,0,0,0,0,0,0,0,0,0
"1756","Introducing ",0,0,0,0,0,0,0,0,0,0
"1757","Introducing ",0,0,0,0,0,0,0,0,0,0
"1758","Even I have problems with Duterte, but claiming the quarantine/lockdown for ",0,0,0,1,0,0,0,0,0,0
"1759","From 98 to 111 ",0,0,0,0,0,0,0,0,0,0
"1760","COVID19 Wuhan Pandemic  - What I do to protect myself! ",0,0,0,1,0,1,0,0,1,1
"1761","",0,0,0,0,0,0,0,0,0,0
"1762","Do your obligations as good citizens and abide with the regulations prescribed by the higher authorities. This (covid-19) too shall pass so long as there is cooperation and unity amidst crisis. 
",0,2,0,0,1,0,1,3,1,3
"1763","Tiwi (Albay) boundary checkpoints with temperature checking and monitoring of persons coming from areas with COVID-19 cases. Instead of armed military and police officials, MDRRMO and Municipal Health Office (MHO) personnel were in charge. ",1,1,0,3,0,0,0,1,1,2
"1764","Trump Caught Google Off Guard With a Bogus Coronavirus Site Announcement | WIRED. Is this true?  ",1,1,1,1,0,0,1,1,1,1
"1765","",0,0,0,0,0,0,0,0,0,0
"1766","",0,0,0,0,0,0,0,0,0,0
"1767","I could get ",0,0,0,0,0,0,0,0,0,0
"1768","What i can say about ",0,0,0,0,0,0,0,0,0,0
"1769","Why can't you stay at home, wait for the news, be updated, obey the rules and pray? ",0,2,0,2,1,0,1,2,1,1
"1770","dont waste ur time in blaming and complaining, why not spend it to pray for yourself, for ur family, ur friends, and for everyone to be safe and healthy. just pray. He will listen. He always do. trust Him <U+0001F64F><U+0001F64F>

",0,2,1,1,2,0,1,3,1,3
"1771","Imagine how much more ",0,0,0,0,0,0,0,0,0,0
"1772","“The World Health Organization had working tests that the United States refused, and researchers at a project in Seattle tried to conduct early tests for the coronavirus but were prevented from doing so by federal officials.”-Peter Wehner
WHY???
",0,1,0,0,1,1,1,2,1,3
"1773","AN URGENT APPEAL FROM A DOCTOR

(please share) ",0,3,0,1,1,0,1,2,1,2
"1774","Reminder, you're still a Filipino. By this time, your rants does not matter, your political color does not matter. We should unite us one. ",0,1,0,0,0,0,0,0,0,0
"1775","I admire how Metro Manila Mayors handle this situation.

",0,0,0,0,0,0,0,1,0,1
"1776","Can ",0,0,0,0,0,0,0,0,0,0
"1777","Y’all trippin too much bout the corona shit. Still praying for the old people. They at risk frfr ",2,1,1,1,0,0,0,0,3,0
"1778","I'm not the ""expert"" about ",0,0,0,0,0,0,0,1,0,1
"1779","Posted a sign on our door, telling people to wash their hands before they enter or use the wipes in the table. This ",0,0,0,0,0,0,0,0,0,0
"1780","Let's all be safe. Let's all pray together. May all our politicians/leaders set aside their differences and join hands in this time of uncertainty. <U+0001F64F> ",0,2,0,1,2,0,1,2,0,3
"1781","This is time when we need to forget about countries and religions. 

we have to fight with this ",1,1,0,1,0,0,0,0,2,0
"1782","Ppl buying up water, handsani, toilet paper, and meats but the aisles with the hand soap and medicines are full so what are we doing ",0,0,1,0,0,0,0,0,1,1
"1783","We can reduce the spread of ",0,0,0,0,0,0,0,0,0,0
"1784","<U+0001F644>.  ..  <U+0001F987>+<U+0001F40D>=<U+0001F912><U+0001F927><U+0001F637><U+0001F480><U+0001F631><U+0001F631><U+0001F631>
orrrr  is  it  something  far  more  ",0,0,0,0,0,0,0,0,0,0
"1785","",0,0,0,0,0,0,0,0,0,0
"1786","Just a daily reminder that ",0,1,0,0,0,0,0,0,0,0
"1787","As I fall asleep tonight , I pray that GOD take all our worries away. I pray that this virus will end as soon as possible. In Jesus name, AMEN <U+2764><U+FE0F>
 ",0,2,0,2,3,1,1,3,2,3
"1788","My Family offered a rosary prayer tonight.
This is the only thing we can do right now. 
Prayers for PH, prayers for the World. <U+0001F64F><U+0001F3FB>
 ",0,0,0,0,0,0,0,0,0,0
"1789","Inked<U+0001F60E> ",0,0,0,0,0,0,0,0,0,0
"1790","Filipino stupidity has risen to new heights. <U+0001F923><U+0001F923><U+0001F923>
",0,0,0,0,0,0,0,0,1,0
"1791","It's sad how humans would choose to open their mouths and spout nonstop whining and ranting rather than obeying the simple rules that was given to us to help minimize the spread of the virus.
Apparently, decoration lang iyong ulo at utak nang mga tao. Nakakadismaya
",0,0,0,0,0,0,0,0,2,0
"1792","Those essentials that you hoarded can't protect you when everyone around you are already sick because of your selfishness!
",0,0,1,0,0,1,0,0,2,1
"1793","People, stop panic buying! Sure go buy some supplies but don't hoard everything for yourselves.
By doing this, You're actually increasing your chances of being infected because the people around you don't have the essentials to protect them. 
",0,0,0,1,0,0,0,0,1,2
"1794","Really? but how can the PH Government lessen the cases of Covid19 if all they do is just add police and army forces instead of adding testing kits and supplies that can help all of us ph citizens? now we need is SOLUSYONG MEDIKAL, HINDI MILITAR. ",0,1,0,2,0,0,0,1,2,2
"1795","How does the ",0,0,0,0,0,0,0,0,0,0
"1796","Do we support long term curtailing of movement and rights of individual agency to meet and organise? There's a fine line of proportionality and ceding personal freedoms ",0,1,0,0,0,0,0,1,0,0
"1797","How do we continue to work with our allies? Do we start judging who we trade with based on how they're dealing with the pandemic? ",0,2,0,1,0,1,0,2,1,1
"1798","The wider impact is utterly unforeseeable. Shutting a country down even for a month will have a generational impact on us. All businesses and people's livelihood is based on monthly cashflow. That will seize. Does the govt step in? To what extent? How do they judge? ",0,0,0,1,0,0,0,0,1,0
"1799","What are the legal rights of people isolated? Are they protected from inevitable risk of no income ? Do we enforce payment holidays on loans? Does that risk banks failing? ",2,3,0,4,1,3,0,3,6,3
"1800","The long term social impact on the isolated and lonely.  How do we ensure once this over they are looked after from a ",1,1,1,2,0,2,0,0,2,0
"1801","First, I do want to believe that govt experts have our best interests at heart in the approach they're taking. I have no clue how to manage a pandemic but these people have trained their whole life on making us safer. ",0,1,0,1,0,1,0,1,1,1
"1802","",0,0,0,0,0,0,0,0,0,0
"1803","Philosophically does this make us rethink our human condition, how fleeting it is and reprioritise what matters to us and family?",0,0,0,0,0,0,0,0,0,0
"1804","How do we as a society, just stop? Uni and school, careers, flights and holidays planned, housing projects being built? ",0,0,0,0,0,0,0,1,0,0
"1805","MM is scary rn, but you know what’s scarier? Some people who’ll take this lightly and tends to exhibit crab mentality. ",0,0,0,0,0,0,0,0,0,0
"1806","wishing this will end soon.. ",0,0,0,0,0,0,0,0,0,0
"1807","Some beautiful ",0,0,0,0,1,0,0,0,0,1
"1808","Hey kids, TikTok is fun! But do you know what's better? Researching about the pandemic yourself and being informed about the situation.

",0,1,0,1,1,1,0,0,1,1
"1809","let's do our part. just cooperate to our government. your rants can't help. ",0,0,0,1,0,0,0,0,1,1
"1810","We caught the ",0,0,0,0,0,0,0,0,0,0
"1811","KeepSafe Everyone

",0,0,0,0,0,0,0,0,0,0
"1812","Reminder in this trying times of ",0,0,0,0,0,0,0,0,0,0
"1813","3 months ago, we we're all happy celebrating holidays.we were even excited in welcoming 2020. &amp; now here we are facing ",0,3,0,0,3,0,1,2,0,3
"1814","JUST IN: As of Saturday evening,  111 confirmed cases of COVID19 in the Philippines according to DOH. 

Please be safe! From 98 to 111 realquick :--( ",0,0,0,0,1,0,0,2,0,2
"1815","Meanwhile, let us also help by donating in whatever amount we could. Every peso counts.

",0,0,0,0,0,0,0,0,0,0
"1816","any update for the new 40+ positive patient! ",0,1,0,0,0,0,0,0,0,1
"1817","In Uganda guns are part of coronavirus checkup <U+0001F1FA><U+0001F1EC><U+0001F923>look how safe is the officer holding the checkup machine <U+0001F60F> ",0,0,0,0,1,0,0,3,0,2
"1818","Thermometer for ",0,0,0,0,0,0,0,1,0,0
"1819","it's saddens me to see that every time there's a calamity in our country, anti duterte's are very quick to judge, it's like they're waiting for this government to make mistakes, then they all celebrate <U+0001F60F>

It's just, it is not the right time to make hanash. Unity <U+0001F499>

",0,1,0,1,0,1,0,1,1,1
"1820","JUST IN: As of Saturday evening,  111 confirmed cases of COVID19 in the Philippines according to DOH. 

Please be safe! From 98 to 111 realquick :--( ",0,0,0,0,1,0,0,2,0,2
"1821","Blaming the Government doesn't help the situation, thus, it only makes the problem even worse. In times like this all we need is unity and cooperation. Stay alert and updated and do proper hygiene ",0,0,0,3,0,2,0,2,3,3
"1822","",0,0,0,0,0,0,0,0,0,0
"1823","",0,0,0,0,0,0,0,0,0,0
"1824","",0,0,0,0,0,0,0,0,0,0
"1825","these ppl complaining abt the govt. grabe ang demanding lang as if phil was in a perfect condition when everything was turned over to Duterte. As if first world country, isang request lang may budget agad?!!???!!! ",0,1,0,0,1,0,0,2,1,1
"1826","Stay away from schools, creches and colleges next week and isolate yourself ",0,0,0,0,0,1,0,0,0,0
"1827","For any staff including my colleagues who maybe working from home...

",0,0,0,0,0,0,0,0,0,2
"1828","I've been waiting to hear this announcement &amp; finally!!!! Better safe than sorry... Please continue to have a prayer brigade for everyone all over the world....
",0,3,1,1,2,0,1,3,1,3
"1829","I pray for everyone's safety &amp; for everyone to cooperate. If you have travel history from affected areas or if you think you don't feel well, do the self-quarantine. Let's be responsible. Let's help stop the spreading. Let's help save lives.
",0,1,0,2,2,0,1,3,0,4
"1830","If we're dead serious about protecting every working Juan from the virus while we're on lockdown, they should be shuttled off to and from their workplaces. To avoid direct contact with carriers of the virus. 

",0,0,0,1,0,0,0,1,2,3
"1831","When the national gov't finally gets hold of COVID-19 test kits for everyone, all those who joined the exodus to the provinces (and put their loved ones at risk) may be hard to reach. They left the one place where they'll have a higher chance of cheating death. 

",1,3,2,2,1,1,3,1,2,2
"1832","Hey ",0,0,0,0,0,0,0,0,0,0
"1833","Journalist goes undercover at ""wet markets"", where the Coronavirus start... ",0,1,0,0,0,0,0,0,0,1
"1834","Pray ",0,1,0,1,1,0,1,1,0,1
"1835","Japan Prime Minister Shinzo Abe says Tokyo Olympic Games will go ahead as planned in July, despite coronavirus concerns resulting in the postponement of sporting events ",0,0,0,0,0,0,1,0,1,2
"1836","No yoga sessions while the metro is on community quarantine. ",0,0,0,1,0,0,0,0,0,1
"1837","First Scottish C oronavirus death confirmed
An elderly patient who had tested positive for Covid-19 has died in a hospital in the Lothian area.

",1,2,1,2,0,2,1,2,1,2
"1838","Looking here, and there, inspiration I am down to find you, wherever you might be. <U+0001F440><U+0001F9D0><U+0001F914> 
Books? Poems? Songs? Literature?let me gaze upon your beauty, wasting my time on finding you will always be worth it! 
",0,2,1,1,2,1,0,0,1,3
"1839","",0,0,0,0,0,0,0,0,0,0
"1840","",0,0,0,0,0,0,0,0,0,0
"1841","This govt clearly doesnt know shit and also  has no plan, structure or kahit ano pa
Curfew then no curfew
Checkpoint tas police visibility na lang pala
Come on man! Step up naman. Shit.
Goodluck talaga 
",1,1,1,1,0,0,0,2,1,2
"1842","Yes i do the cooking
Yes i do the cleaning...
yes team bahay is shaking <U+0001F644><U+0001F625><U+0001F601>
",0,0,0,1,0,0,0,1,1,1
"1843","Can we have the mindset of kids in this trying times? ",0,0,0,0,0,0,0,0,0,0
"1844","Taking advantage of community quarantine by learning and finishing ",0,0,0,1,0,0,0,0,0,3
"1845","I don't get why people are fighting some hatin on the government  some defending the government. Now is not the time to fight let us prove to ourselves that we can all survive this together. ",2,1,0,2,0,0,0,0,3,3
"1846","I totally disapproved martial law and i’m not even a Duterte fan but I believe this is one of his best decision.
Next thing is price freeze!
",2,0,0,0,0,1,0,1,1,0
"1847","Keep safe everyone. Always wash your hands and observe proper hygiene.

PS: my hands feel so dry already <U+0001F605><U+0001F44D><U+0001F3FB>
",0,0,0,0,1,0,0,1,0,2
"1848","",0,0,0,0,0,0,0,0,0,0
"1849","Perspective, Practicality and Prayer Amid ",0,0,0,0,0,0,0,0,0,0
"1850","Lord, tonight as we go into a Metro Manila lockdown, I ask that you stretch out your mighty hands that your power is stronger than any virus. We ask for your healing power and protective grace and mercy be in control of this situation. Amen.<U+0001F64F><U+0001F64F><U+0001F64F>

",1,1,1,1,3,0,0,4,2,7
"1851","",0,0,0,0,0,0,0,0,0,0
"1852","Good read. Filipinos! Please read. If we want to end this, let’s comply now before it’s too late. ",0,1,0,0,1,1,1,1,1,1
"1853","Travis_mike x Mistafrixion x Lyrics i - nfonin ",0,0,0,0,0,0,0,0,0,0
"1854","Hope sooo.... Let your will be done <U+0001F64F><U+0001F64F><U+0001F64F> ",0,1,0,0,1,0,1,1,0,1
"1855","covid-19 please stop your world tour ",0,0,0,0,0,0,0,0,0,0
"1856","Stupidity at it's fucking best. Banning passengers fron CDO and Dumaguite because of single positive case but not from the capital ",0,0,0,1,0,1,0,0,2,0
"1857","Mian streets in Cagayan de Oro City are quite. I guess people here understood and taking the threat seriously ",1,0,0,1,0,0,1,0,1,0
"1858","Cagayan de Oro City DV Soria on a Saturday night. ",0,0,0,0,0,0,0,0,0,0
"1859","",0,0,0,0,0,0,0,0,0,0
"1860","2016: Russia meddles in the presidential election to sway voters
2020: boomers being removed from the voter pool by ",0,0,0,0,0,0,0,0,0,1
"1861","To our friends &amp; families,

Most of us here in Batangas are ok. This is just part of the preventive measures to contain the virus. 

Let us all be safe. And we will all be reunited again. ",0,0,0,0,1,0,0,1,2,1
"1862","WHAT WE NEED IS A DECENT HEALTHCARE SYSTEM! PROVIDE MORE FUNDS FOR HOSPITALS! COME UP WITH A TEMPORARY SOLUTION FOR THE WORKING CLASS!!!!! ",0,0,0,0,0,0,0,2,0,4
"1863","STOP MAKING PEOPLE FEEL LIKE THEY ARE NOT ALLOWED TO COMPLAIN IT’S OUR RIGHT AS CITIZENS OF THE NATION AND TAX-PAYERS!!!! THE GOVERNMENT IS CLEARLY UNPREPARED IN THIS SITUATION AND ARE WASTING RESOURCES ON MILITARY ENFORCEMENT ",1,0,1,3,1,3,0,2,6,1
"1864","Our rants and political concerns can have its time. I’m not pro-Duterte, neither an Anti. I want whats best for this country and I know negativity is surely not one. ",0,1,0,0,0,0,0,0,0,0
"1865","Set aside your hatred for the government, all your political concerns coz this fight is not just for the President and the government. This is everyone’s fight! This is for the Philippines, Korea, USA and all affected countries. <U+0001F623> ",2,0,1,3,0,1,0,1,3,1
"1866","We are in a verge of a global crisis and I could not imagine how Pres Du30 is dealing w/ this stress rn. Praying for him, the people who work hard in solving this problem and all healthcare staffs. Instead of ranting, why can we all just pray for the world right now ",0,2,0,3,1,1,1,1,4,1
"1867","Instead of pointing out the government’s faults and shortcomings in response to this crisis, how about we give them suggestions on how to solve this pandemic. Our blaming and pointing of mistakes will not help against n-Cov and its spread. So pls, be the bigger person ",0,0,0,2,0,1,0,0,3,0
"1868","When you're out with someone then you come across a door. You wait for each other to open it, both afraid of getting the virus. Now you both look stupid still waiting for each other to open it. ",0,1,0,1,0,0,0,0,4,0
"1869","So if your ",0,0,0,0,0,0,0,0,0,0
"1870","I just took a NAP and now we have 98 cases <U+0001F631> Mahal kong Pilipinas <U+0001F1F5><U+0001F1ED> <U+0001F62D><U+0001F62D><U+0001F62D>

Why???!!!!! <U+0001F62D>

Please! Let's give our full COOPERATION to our government!

Let's fully TRUST them!

<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F637><U+0001F637>

",0,0,0,1,1,0,0,3,1,4
"1871","IPATUPAD na ang ",0,0,0,0,0,0,0,0,0,0
"1872","Prevention is better than cure.  <U+0001F590><U+FE0F> <U+0001F4A6> <U+0001F1F5><U+0001F1ED>

",0,1,0,0,0,0,0,0,0,1
"1873","Please please request them to do self quarantine. If the outbreak reaches the provinces, the whole Philippines would be in great trouble: NO respirators, NO ICUs, NO PPEs for health care personnel. ",0,0,0,1,0,0,0,0,0,0
"1874","A circulating plea, supposed to be from a doctor. I completely share in the plea:

AN URGENT APPEAL FROM A DOCTOR

“This is my humble plea: if you have friends, relatives etc who rushed to the provinces starting Thursday night. ",0,4,1,2,1,2,1,2,3,4
"1875","It's the civic and moral duty of every person, everywhere, to take part in the global effort to reduce this threat to humanity.” ",2,0,0,1,1,0,0,2,1,3
"1876","Me at the drugstore: Sir, can you please cough <U+0001F637> away from me?

Coughing man in the drugstore: Don’t worry it’s not corona. I smoke. It’s lung cancer.

",1,1,2,2,0,2,0,2,3,2
"1877","<U+0001D672><U+0001D67E><U+0001D685><U+0001D678><U+0001D673> is cancelling everything...<U+0001F914>
You can cancel everything, Except our PRAYERS and when going to mosque! Thats exceptional..<U+0001F620>
",1,0,0,0,0,1,0,0,1,0
"1878","No wonder onti cases sa Philippines kase we don’t do enough tests. We need to test more people!!! Even I want to get tested to ensure that I won’t infect my elderly parents if ever I come home to them. This is frustrating. ",0,0,1,0,0,0,0,1,1,1
"1879","Humidifier x Green cross <U+0001F637>  ",1,0,0,1,1,1,0,1,1,1
"1880","Hi, Just in case no one say goodnight to you, goodnight and sleep well then. Keep safe! I love you! ",0,0,0,1,2,1,0,1,1,2
"1881","Person of the Year should be medical personnel ",0,1,0,1,0,0,0,1,0,1
"1882","The saddest part of being a student is the suspension of classes because of this pandemic disease. 
",1,0,1,3,0,2,0,0,3,0
"1883","This time, what we have to do is to pray and have faith because prayer is very powerful. 
",1,4,1,2,3,0,1,3,0,3
"1884","Guys be aware! 
Instead of making TikTok videos or anything, please be cooperative. 
All of this is for US, for the sake of ALL. 
We should not blame the gov't and the administration. 
Nandyan na yan eh, just follow them and RESPECT. 
",1,1,1,0,1,0,0,2,1,2
"1885","111 cases ",0,0,0,0,0,0,0,0,0,0
"1886","98 cases ",0,0,0,0,0,0,0,0,0,0
"1887","",0,0,0,0,0,0,0,0,0,0
"1888","ph ppl,
what individual need is self quarantine go put yourselves inside your home so u wont be infected by the virus instead of staying outside having vacation in the mid of this chaos. ",1,2,0,2,1,1,0,0,2,1
"1889","<U+2714><U+FE0F> panic buying
<U+2714><U+FE0F> activist rallying against gov't
<U+2714><U+FE0F> ppl going on a vacation, malls, bar instead of self quarantine

then putting all the blames to the government and to our Tatay Digong
ladies and gents, Philippines !!!
",0,1,0,3,1,0,0,0,2,1
"1890","<U+2764><U+FE0F> text me <U+0001F92B>",0,0,0,0,0,0,0,0,0,0
"1891","Homebased Self Quarantine Itinerary:

8:00 AM- 10:00 PM : Netflix N' Chill

",0,0,0,1,0,0,0,0,0,0
"1892","C'mon, just do your part as a citizen of this country. Dami niyo reklamo.
",0,0,0,0,0,0,0,0,0,1
"1893","This is the most intense, heart pounding and chaotic year I have ever been.... <U+0001F614> This too shall pass <U+0001F64F>             ",2,0,1,1,1,0,1,1,2,1
"1894","Stay at home less travel because some assholes like him on the street and trains near you ",0,0,0,0,0,0,0,0,0,0
"1895","Filipino health workers are so underappreciated in their own country, and then we'd wonder why our own hospitals are short of competent staffs. 

",0,0,0,0,0,0,0,1,0,1
"1896","WTF!! Give them protection! Are we going to wait for ALL healthworkers to be PUIs?? Don't hoard medical supplies! ",0,2,0,1,0,0,0,1,1,2
"1897","Hello po BIR, can we have the option to allocate portion of our tax paid to certain organizations? I'd like to allocate portion of my tax for UP Medical Foundation. ",0,1,0,1,0,1,0,1,1,3
"1898","This is where the armed forces should come in. ",1,0,0,1,0,0,0,0,1,1
"1899","For a country with so many nurses, kulang kulang staff sa hospitals. Nasa abroad lahat. If only the government give high importance to our healthcare system and our professionals, perhaps ours would be one of the best in the world. ",0,1,0,1,0,0,0,1,1,1
"1900","Since hotels are empty, can the government rent out some as quarantine facilities?

",0,0,0,2,0,0,0,0,1,0
"1901","Thank you to all especially the frontliners <U+0001F64F><U+0001F3FB><U+0001F64F><U+0001F3FB><U+0001F64F><U+0001F3FB> ",0,0,0,0,0,0,0,0,0,0
"1902","Istaph! ",0,0,0,0,0,0,0,0,0,0
"1903","Don't cause any harm for your benefit. ",0,0,0,1,0,0,0,0,1,1
"1904","I'm not ready for this <U+0001F622>
",0,1,0,0,0,0,0,0,0,0
"1905","Lord, please help us all become safe every second. ",0,0,1,0,1,0,0,2,1,2
"1906","God will save us
God will heal the world
From the pain that we feel
And the anger that we feel
Shall make us stronger to fight

",2,1,0,3,3,1,0,3,3,3
"1907","keep safe everyone... ",0,0,0,0,1,0,0,1,0,1
"1908","Please stay indoors everyone.<U+0001F64F> ",0,0,0,0,0,0,0,0,0,0
"1909","",0,0,0,0,0,0,0,0,0,0
"1910","Pakischedule na ang virtual people power! ",0,0,0,0,0,0,0,0,0,0
"1911","I hope other LGU's will follow this action and prioritize the safety of its constituents especially the elderly.
",0,1,0,0,1,0,1,1,0,2
"1912","",0,0,0,0,0,0,0,0,0,0
"1913","""Pasig City"" ",0,0,0,0,0,0,0,0,0,0
"1914","Government: implemented community quarantine and curfew.

People of the Philippines: Martial Law! Martial Law! Martial Law!

",1,0,0,2,0,0,0,1,1,1
"1915","And just like that... ",0,0,0,0,0,0,0,0,0,0
"1916","Take care and be safe everyone! Good night! <U+0001F495>

",0,1,0,0,2,0,1,2,0,2
"1917","Some people over share ",0,1,0,0,1,0,0,1,0,1
"1918","Quezon is life. Self quarantine for 14 days. Abiding the advices from the government. Sana kayo din. Wag pasaway. ",0,0,0,2,0,0,0,0,2,0
"1919","Probably the most incompetent and sabog administration ",1,0,0,0,0,1,0,0,1,0
"1920","This is wrong in so many levels! Why would the PNP bring weapons during the checkups?? Pag may lagnat ba, barilin na lang? We need healthworkers and PPEs! Not police and military brutality! ",1,0,0,3,0,0,0,1,2,1
"1921","House itinerary. <U+0001F602> ",0,0,0,0,0,0,0,0,0,0
"1922","Human Rights lawyer ",1,0,1,1,0,0,0,0,1,0
"1923","From 64 to  98 and additional 13 new confirmed cases today: DOH declares a 111  total cases of COVID-19 patients in the Philippines. This is the highest spike of COVID-19 cases in PH in just a day. ",0,1,0,2,1,0,1,1,1,2
"1924","Omggggg, new case 111 in the Philippines ",0,0,0,1,0,1,0,0,1,0
"1925","Now is not the time to be divisive or political. This is a national health crisis, and we should help each other to get through this. ",0,1,0,0,0,0,0,0,1,0
"1926","Do people really think PNP and AFP aren't necessary during this ",0,0,0,0,0,0,0,0,0,0
"1927","Keep safe everyone<U+2764>
",0,0,0,0,1,0,0,1,0,1
"1928","*seeing them having untimely political debate
 ",0,0,0,0,0,0,0,0,1,1
"1929","Whatever the President does, there are always those people who keep on complaining and keeping their eye on the shortcomings of the government. Instead of doing these things, which could worsen the situation, why can't you stay at home, obey the rules and pray?
",0,1,0,3,1,0,1,3,1,2
"1930","",0,0,0,0,0,0,0,0,0,0
"1931","Right now, when we must keep our physical distance from one another—reaching out to support others has never been more important.

Here are some simple ways we can all make a difference for the most vulnerable among us. ",0,0,0,0,0,0,0,1,0,1
"1932","I don't mind the government restricting movement tbh. Every curb on physical interactions helps.

But why are our health front liners being left to ask for donations for the most basic things? Does Duterte have plans to inject budget where it actually matters? ",0,0,0,1,0,0,0,1,1,0
"1933","<U+0001F4CD>How it goes Viral <U+0001F4CD>

<U+0001F198><U+0001F198>Every one please stay alert <U+0001F198><U+0001F198>

",0,0,0,0,0,0,0,0,0,0
"1934","Spare us O Lord. ",0,0,1,0,0,0,0,1,1,1
"1935","Set aside your hatred for the government, all your political concerns because this fight is not just for the President and the government. This is everyone’s fight! This is for the Philippines and all affected countries. <U+0001F623> ",2,0,1,3,0,1,0,1,3,1
"1936","For the Commuters, a reminder! Please spread! Photo by: Buhay South ",0,0,0,0,0,0,0,0,0,0
"1937","111 as of 9 PM <U+0001F614>. ",0,0,0,0,0,0,0,0,0,0
"1938","FROM ",0,0,0,0,0,0,0,0,0,0
"1939","How I wish this is just a dream 
",0,0,0,0,0,0,0,0,0,0
"1940","here's will &amp; stella to remind us all to keep our distance at ""5 feet apart at all times"". 

",0,0,0,0,0,0,0,0,0,0
"1941","Do you think Trump is infected with ",0,0,0,0,0,0,1,0,0,0
"1942","Let us pray for everyone's safety <U+0001F625> ",0,1,0,1,1,0,1,1,0,1
"1943","If only the budget on intelligence is being used on being ""intelligent"" about ",0,0,0,1,1,0,0,3,0,2
"1944","My thoughts,my first! ",0,0,0,0,0,0,0,0,0,0
"1945","Currently under curfew hours in my city, this pandemic literally drains me. ",0,0,0,1,0,1,0,0,1,0
"1946","Yes let's all cooperate <U+0001F4AA><U+0001F64F>",0,0,0,0,0,0,0,0,0,1
"1947","Please everyone let us cooperate sa community quarantine. If you don’t have important things to do outside stay at home nalang. Konting tiis lang matatapos din to.<U+0001F64F><U+0001F3FC> ",0,0,0,1,0,0,0,2,1,4
